reaction,healthy_only,covid_only,shared,n_healthy_active,n_covid_active
METTRPPHEt,False,False,True,5,4
PHEASNMETt,False,False,True,5,4
PHEASPt,False,False,True,5,4
PHEGLNPHEt,False,False,True,5,4
PHELEUt,False,False,True,5,4
PHELEUASPt,False,False,True,5,4
PHELEUHISt,False,False,True,5,4
PHELYSALAt,False,False,True,5,4
PHELYSPROt,False,False,True,5,4
PHEPHEt,False,False,True,5,4
PHEPHEASNt,False,False,True,5,4
PHEPHETHRt,False,False,True,5,4
PHEPROARGt,False,False,True,5,4
PHESERTRPt,False,False,True,5,4
PHETHRLYSt,False,False,True,5,4
PHETRPLEUt,False,False,True,5,4
PHETYRt,False,False,True,5,4
PHETYRGLNt,False,False,True,5,4
PHETYRLYSt,False,False,True,5,4
PROARGASPt,False,False,True,5,4
PROARGCYSt,False,False,True,5,4
PROASNCYSt,False,False,True,5,4
PROCYSt,False,False,True,5,4
PROGLNPROt,False,False,True,5,4
PROGLULYSt,False,False,True,5,4
PROHISt,False,False,True,5,4
PROHISTYRt,False,False,True,5,4
PROLEUARGt,False,False,True,5,4
PROLYSPROt,False,False,True,5,4
PROPHEt,False,False,True,5,4
PROPROARGt,False,False,True,5,4
PROPROPROt,False,False,True,5,4
PROTRPLYSt,False,False,True,5,4
PROTRPTHRt,False,False,True,5,4
PROVALGLNt,False,False,True,5,4
SERARGALAt,False,False,True,5,4
SERARGTRPt,False,False,True,5,4
SERCYSARGt,False,False,True,5,4
SERGLYGLUt,False,False,True,5,4
SERLYSHISt,False,False,True,5,4
SERPHELYSt,False,False,True,5,4
SERTRPHISt,False,False,True,5,4
THRARGTYRt,False,False,True,5,4
THRASNTYRt,False,False,True,5,4
THRGLNGLUt,False,False,True,5,4
THRGLNTYRt,False,False,True,5,4
THRHISHISt,False,False,True,5,4
THRILEARGt,False,False,True,5,4
THRMETARGt,False,False,True,5,4
THRPHEARGt,False,False,True,5,4
THRSERARGt,False,False,True,5,4
THRTHRARGt,False,False,True,5,4
THRTYRMETt,False,False,True,5,4
TRPALAPROt,False,False,True,5,4
TRPARGALAt,False,False,True,5,4
TRPASPASPt,False,False,True,5,4
TRPGLNGLNt,False,False,True,5,4
TRPGLUGLYt,False,False,True,5,4
TRPGLULEUt,False,False,True,5,4
TRPGLUPROt,False,False,True,5,4
TRPGLUTYRt,False,False,True,5,4
TRPGLYLEUt,False,False,True,5,4
TRPGLYPHEt,False,False,True,5,4
TRPGLYVALt,False,False,True,5,4
TRPHISMETt,False,False,True,5,4
TRPILELYSt,False,False,True,5,4
TRPILETRPt,False,False,True,5,4
TRPLEUVALt,False,False,True,5,4
TRPLYSt,False,False,True,5,4
TRPMETARGt,False,False,True,5,4
TRPMETVALt,False,False,True,5,4
TRPPHEt,False,False,True,5,4
TRPPROGLYt,False,False,True,5,4
TRPPROLEUt,False,False,True,5,4
TRPPROVALt,False,False,True,5,4
TRPSERTYRt,False,False,True,5,4
TRPTHRGLUt,False,False,True,5,4
TRPTHRILEt,False,False,True,5,4
TRPTHRTYRt,False,False,True,5,4
TRPTYRGLNt,False,False,True,5,4
TRPTYRTYRt,False,False,True,5,4
TRPVALASPt,False,False,True,5,4
TYRALAt,False,False,True,5,4
TYRALAPHEt,False,False,True,5,4
TYRARGGLUt,False,False,True,5,4
TYRARGSERt,False,False,True,5,4
TYRASPARGt,False,False,True,5,4
TYRCYSGLYt,False,False,True,5,4
TYRCYSTHRt,False,False,True,5,4
TYRGLUt,False,False,True,5,4
TYRLEUARGt,False,False,True,5,4
TYRPHETYRt,False,False,True,5,4
TYRTHRt,False,False,True,5,4
TYRTRPPHEt,False,False,True,5,4
TYRTYRt,False,False,True,5,4
TYRVALMETt,False,False,True,5,4
VALARGGLYt,False,False,True,5,4
VALHISASNt,False,False,True,5,4
VALLEUPHEt,False,False,True,5,4
VALLYSTYRt,False,False,True,5,4
VALPHEARGt,False,False,True,5,4
VALPROTRPt,False,False,True,5,4
VALSERARGt,False,False,True,5,4
VALTRPPHEt,False,False,True,5,4
VALTRPVALt,False,False,True,5,4
VALVALt,False,False,True,5,4
TRPGLYASPt,False,False,True,5,4
ALAARGCYSr,False,False,True,5,4
ALAARGGLYr,False,False,True,5,4
ALAASNLEUr,False,False,True,5,4
ALAGLYLYSr,False,False,True,5,4
ALAHISALAr,False,False,True,5,4
ALALYSTHRr,False,False,True,5,4
ARGALAALAr,False,False,True,5,4
ARGALAPHEr,False,False,True,5,4
ARGALATHRr,False,False,True,5,4
ARGARGr,False,False,True,5,4
ARGARGLYSr,False,False,True,5,4
ARGARGMETr,False,False,True,5,4
ARGCYSGLYr,False,False,True,5,4
ARGCYSSERr,False,False,True,5,4
ARGGLUGLUr,False,False,True,5,4
ARGGLUPROr,False,False,True,5,4
ARGGLYGLYr,False,False,True,5,4
ARGHISTHRr,False,False,True,5,4
ARGLEUPHEr,False,False,True,5,4
ARGLYSASPr,False,False,True,5,4
ARGPHEARGr,False,False,True,5,4
ARGPROMETr,False,False,True,5,4
ARGPROTHRr,False,False,True,5,4
ARGSERSERr,False,False,True,5,4
ARGTYRVALr,False,False,True,5,4
ARGVALCYSr,False,False,True,5,4
ARGVALTRPr,False,False,True,5,4
ASNASNARGr,False,False,True,5,4
ASNCYSCYSr,False,False,True,5,4
ASNMETPROr,False,False,True,5,4
ASNPHEASPr,False,False,True,5,4
ASNPHECYSr,False,False,True,5,4
ASNTYRGLYr,False,False,True,5,4
ASNTYRPHEr,False,False,True,5,4
ASNTYRTHRr,False,False,True,5,4
ASPALAARGr,False,False,True,5,4
ASPASNGLUr,False,False,True,5,4
ASPGLUr,False,False,True,5,4
ASPGLUPROr,False,False,True,5,4
ASPGLUTRPr,False,False,True,5,4
ASPHISCYSr,False,False,True,5,4
ASPHISPROr,False,False,True,5,4
ASPLYSGLUr,False,False,True,5,4
ASPLYSHISr,False,False,True,5,4
ASPMETASPr,False,False,True,5,4
ASPPROLYSr,False,False,True,5,4
ASPVALASNr,False,False,True,5,4
CYSASNMETr,False,False,True,5,4
CYSASPPHEr,False,False,True,5,4
CYSCYSr,False,False,True,5,4
CYSGLNMETr,False,False,True,5,4
CYSGLUHISr,False,False,True,5,4
CYSGLUTRPr,False,False,True,5,4
CYSLEUTHRr,False,False,True,5,4
CYSSERMETr,False,False,True,5,4
CYSTYRASNr,False,False,True,5,4
GLNASNGLNr,False,False,True,5,4
GLNHISHISr,False,False,True,5,4
GLNHISLYSr,False,False,True,5,4
GLNLYSLYSr,False,False,True,5,4
GLNLYSTRPr,False,False,True,5,4
GLNPROGLUr,False,False,True,5,4
GLNTRPGLUr,False,False,True,5,4
GLNTYRLEUr,False,False,True,5,4
GLUARGLEUr,False,False,True,5,4
GLUASNLEUr,False,False,True,5,4
GLUGLUr,False,False,True,5,4
GLUILELYSr,False,False,True,5,4
GLULEUr,False,False,True,5,4
GLUMETr,False,False,True,5,4
GLUMETHISr,False,False,True,5,4
GLUTHRr,False,False,True,5,4
GLUTHRLYSr,False,False,True,5,4
GLUTRPALAr,False,False,True,5,4
GLYHISASNr,False,False,True,5,4
GLYHISLYSr,False,False,True,5,4
GLYLYSCYSr,False,False,True,5,4
GLYLYSPHEr,False,False,True,5,4
GLYTYRLYSr,False,False,True,5,4
GLYVALHISr,False,False,True,5,4
HISARGCYSr,False,False,True,5,4
HISARGSERr,False,False,True,5,4
HISASPr,False,False,True,5,4
HISCYSCYSr,False,False,True,5,4
HISGLNALAr,False,False,True,5,4
HISGLUr,False,False,True,5,4
HISGLUGLNr,False,False,True,5,4
HISGLYLYSr,False,False,True,5,4
HISHISLYSr,False,False,True,5,4
HISLYSALAr,False,False,True,5,4
HISLYSGLUr,False,False,True,5,4
HISLYSILEr,False,False,True,5,4
HISLYSTHRr,False,False,True,5,4
HISLYSVALr,False,False,True,5,4
HISMETr,False,False,True,5,4
HISMETGLNr,False,False,True,5,4
HISPHEARGr,False,False,True,5,4
HISPROLYSr,False,False,True,5,4
HISTRPHISr,False,False,True,5,4
ILEARGILEr,False,False,True,5,4
ILEASNHISr,False,False,True,5,4
ILEASPr,False,False,True,5,4
ILEGLNGLUr,False,False,True,5,4
ILEGLYARGr,False,False,True,5,4
ILEPROLYSr,False,False,True,5,4
ILESERARGr,False,False,True,5,4
ILETRPTYRr,False,False,True,5,4
LEUALAARGr,False,False,True,5,4
LEUASNASPr,False,False,True,5,4
LEUASPLYSr,False,False,True,5,4
LEULEUTRPr,False,False,True,5,4
LEUPROr,False,False,True,5,4
LEUPROARGr,False,False,True,5,4
LEUSERTRPr,False,False,True,5,4
LEUTRPr,False,False,True,5,4
LEUTRPARGr,False,False,True,5,4
LEUTYRTYRr,False,False,True,5,4
LEUVALr,False,False,True,5,4
LYSARGLEUr,False,False,True,5,4
LYSCYSHISr,False,False,True,5,4
LYSGLNPHEr,False,False,True,5,4
LYSGLUGLUr,False,False,True,5,4
LYSLYSLYSr,False,False,True,5,4
LYSPHEILEr,False,False,True,5,4
LYSTRPARGr,False,False,True,5,4
LYSTYRILEr,False,False,True,5,4
LYSVALPHEr,False,False,True,5,4
LYSVALTRPr,False,False,True,5,4
METARGLEUr,False,False,True,5,4
METASNTYRr,False,False,True,5,4
METGLNTYRr,False,False,True,5,4
METGLYARGr,False,False,True,5,4
METHISLYSr,False,False,True,5,4
METMETILEr,False,False,True,5,4
METPHEARGr,False,False,True,5,4
METTRPPHEr,False,False,True,5,4
PHEASNMETr,False,False,True,5,4
PHEASPr,False,False,True,5,4
PHEGLNPHEr,False,False,True,5,4
PHELEUr,False,False,True,5,4
PHELEUASPr,False,False,True,5,4
PHELEUHISr,False,False,True,5,4
PHELYSALAr,False,False,True,5,4
PHELYSPROr,False,False,True,5,4
PHEPHEr,False,False,True,5,4
PHEPHEASNr,False,False,True,5,4
PHEPHETHRr,False,False,True,5,4
PHEPROARGr,False,False,True,5,4
PHESERTRPr,False,False,True,5,4
PHETHRLYSr,False,False,True,5,4
PHETRPLEUr,False,False,True,5,4
PHETYRr,False,False,True,5,4
PHETYRGLNr,False,False,True,5,4
PHETYRLYSr,False,False,True,5,4
PROARGASPr,False,False,True,5,4
PROARGCYSr,False,False,True,5,4
PROASNCYSr,False,False,True,5,4
PROCYSr,False,False,True,5,4
PROGLNPROr,False,False,True,5,4
PROGLULYSr,False,False,True,5,4
PROHISr,False,False,True,5,4
PROHISTYRr,False,False,True,5,4
PROLEUARGr,False,False,True,5,4
PROLYSPROr,False,False,True,5,4
PROPHEr,False,False,True,5,4
PROPROARGr,False,False,True,5,4
PROPROPROr,False,False,True,5,4
PROTRPLYSr,False,False,True,5,4
PROTRPTHRr,False,False,True,5,4
PROVALGLNr,False,False,True,5,4
SERARGALAr,False,False,True,5,4
SERARGTRPr,False,False,True,5,4
SERCYSARGr,False,False,True,5,4
SERGLYGLUr,False,False,True,5,4
SERLYSHISr,False,False,True,5,4
SERPHELYSr,False,False,True,5,4
SERTRPHISr,False,False,True,5,4
THRARGTYRr,False,False,True,5,4
THRASNTYRr,False,False,True,5,4
THRGLNGLUr,False,False,True,5,4
THRGLNTYRr,False,False,True,5,4
THRHISHISr,False,False,True,5,4
THRILEARGr,False,False,True,5,4
THRMETARGr,False,False,True,5,4
THRPHEARGr,False,False,True,5,4
THRSERARGr,False,False,True,5,4
THRTHRARGr,False,False,True,5,4
THRTYRMETr,False,False,True,5,4
TRPALAPROr,False,False,True,5,4
TRPARGALAr,False,False,True,5,4
TRPASPASPr,False,False,True,5,4
TRPGLNGLNr,False,False,True,5,4
TRPGLUGLYr,False,False,True,5,4
TRPGLULEUr,False,False,True,5,4
TRPGLUPROr,False,False,True,5,4
TRPGLUTYRr,False,False,True,5,4
TRPGLYLEUr,False,False,True,5,4
TRPGLYPHEr,False,False,True,5,4
TRPGLYVALr,False,False,True,5,4
TRPHISMETr,False,False,True,5,4
TRPILELYSr,False,False,True,5,4
TRPILETRPr,False,False,True,5,4
TRPLEUVALr,False,False,True,5,4
TRPLYSr,False,False,True,5,4
TRPMETARGr,False,False,True,5,4
TRPMETVALr,False,False,True,5,4
TRPPHEr,False,False,True,5,4
TRPPROGLYr,False,False,True,5,4
TRPPROLEUr,False,False,True,5,4
TRPPROVALr,False,False,True,5,4
TRPSERTYRr,False,False,True,5,4
TRPTHRGLUr,False,False,True,5,4
TRPTHRILEr,False,False,True,5,4
TRPTHRTYRr,False,False,True,5,4
TRPTYRGLNr,False,False,True,5,4
TRPTYRTYRr,False,False,True,5,4
TRPVALASPr,False,False,True,5,4
TYRALAr,False,False,True,5,4
TYRALAPHEr,False,False,True,5,4
TYRARGGLUr,False,False,True,5,4
TYRARGSERr,False,False,True,5,4
TYRASPARGr,False,False,True,5,4
TYRCYSGLYr,False,False,True,5,4
TYRCYSTHRr,False,False,True,5,4
TYRGLUr,False,False,True,5,4
TYRLEUARGr,False,False,True,5,4
TYRPHETYRr,False,False,True,5,4
TYRTHRr,False,False,True,5,4
TYRTRPPHEr,False,False,True,5,4
TYRTYRr,False,False,True,5,4
TYRVALMETr,False,False,True,5,4
VALARGGLYr,False,False,True,5,4
VALHISASNr,False,False,True,5,4
VALLEUPHEr,False,False,True,5,4
VALLYSTYRr,False,False,True,5,4
VALPHEARGr,False,False,True,5,4
VALPROTRPr,False,False,True,5,4
VALSERARGr,False,False,True,5,4
VALTRPPHEr,False,False,True,5,4
VALTRPVALr,False,False,True,5,4
VALVALr,False,False,True,5,4
TRPGLYASPr,False,False,True,5,4
HOMOVALte,False,False,True,5,4
TYMc,False,False,True,2,4
DOPAc,False,False,False,0,0
3BCRNtr,False,False,True,1,2
3DDCRNtr,False,False,True,1,2
3DECCRNtr,False,False,True,2,2
3HDECECRNtr,False,True,False,0,1
3HEXDCRNtr,False,True,False,0,1
3IVCRNtr,False,False,True,1,2
3OCTDEC2CRNtr,False,False,True,1,3
3OCTDECCRNtr,False,False,True,2,2
3OCTDECE1CRNtr,False,False,True,5,4
3TDCRNtr,False,False,True,3,3
3TETD7ECOACRNtr,False,False,True,2,2
3THEXDDCOACRNtr,False,False,True,1,2
3TTETDDCOACRNtr,False,False,True,1,1
ACRNtr,False,False,True,5,4
C101CRNtr,False,False,True,5,4
C10CRNtr,False,True,False,0,2
C10DCtr,False,False,True,4,4
C12DCtr,False,False,True,1,3
C16DCtr,False,True,False,0,2
C3DCtr,False,False,True,1,3
C4CRNtr,False,False,True,4,3
C4DCtr,False,False,True,4,1
C51CRNtr,False,False,True,3,3
C5DCtr,False,False,True,2,1
C6CRNtr,False,False,True,4,3
C6DCtr,False,False,True,3,1
C81CRNtr,False,False,True,5,4
C8CRNtr,False,False,True,2,2
C8DCtr,False,False,True,4,2
DDECCRNtr,False,False,True,2,2
DDECE1CRNtr,False,False,True,5,4
DECDICRNtr,False,False,True,5,4
ELAIDCRNtr,False,False,True,5,4
HDCECRNtr,False,False,True,3,4
IVCRNtr,False,False,True,2,1
LNELDCCRNtr,False,False,True,1,4
LNLCCRNtr,False,False,True,3,3
ODECRNtr,False,False,True,2,4
PCRNtr,False,False,True,2,3
PMTCRNtr,False,False,True,3,3
STCRNtr,False,False,True,4,3
TETDEC2CRntr,False,False,True,5,4
TETDECE1CRNtr,False,False,True,5,4
TTDCRNtr,False,False,True,4,3
EX_sphmyln_hs[e],False,False,False,0,0
PHEACGLYtm,True,False,False,1,0
HXAt1,False,False,True,4,4
HXAt2,False,False,True,5,4
HXAt3,False,False,True,5,4
EX_hxa[e],False,False,False,0,0
TTDCEAc,False,False,True,5,3
PACCOALm,True,False,False,1,0
PACALDtm,False,False,True,5,4
GNCORE1te,False,False,False,0,0
LHCYSTIN,False,False,True,5,4
LHCYSTINt,False,False,True,5,4
EX_Lhcystin[e],False,False,False,0,0
r2514e,False,False,True,4,4
r2514m,False,False,True,5,4
FAS180,False,False,False,0,0
3MOXTYRESSte,False,False,False,0,0
5AOPt2,False,True,False,0,3
ACNAMt2,False,False,True,5,4
C181CPT2rbc,False,False,True,5,4
CA2t,False,False,True,3,4
DKMPPD2,False,False,False,0,0
DKMPPD3,False,False,True,5,4
GTHOXti2,False,False,False,0,0
HCYSte,False,False,True,5,4
NORMETEVESSte,False,False,False,0,0
OROte,False,True,False,0,1
PPPGOc,False,False,True,2,4
SPRMt2r,False,False,True,5,4
The,False,False,True,5,4
THMMPtrbc,False,False,True,4,3
THMtrbc,False,False,True,4,4
UGT1A10c,False,False,True,5,4
ACGALtr,False,False,True,5,4
ACNAMtr,False,False,True,3,2
CORE4t,False,False,False,0,0
CORE5t,False,False,False,0,0
CORE7t,False,False,False,0,0
CORE8t,False,True,False,0,1
DST_ANTIGENt,False,False,False,0,0
S2L2N2M2Mt,False,False,False,0,0
STN_ANTIGENt,False,False,False,0,0
EX_core4[e],False,False,False,0,0
EX_f1a[e],False,False,False,0,0
EX_gncore1[e],False,False,False,0,0
EX_s2l2n2m2m[e],False,False,False,0,0
EX_acgal[e],False,False,True,2,2
EX_acnam[e],False,True,False,0,3
EX_pcreat[e],False,False,False,0,0
EX_HC00342[e],True,False,False,2,0
EX_C08261[e],False,False,False,0,0
F1Ate,False,False,True,5,4
F1Ate2,False,False,True,5,4
GNCORE1t,False,False,True,3,2
34HPLtm,False,False,True,4,3
3HMPtm,False,False,True,5,4
3HPPtm,False,False,True,5,4
ACGLUtm,False,False,True,5,3
PGP_hs_tm,False,False,True,2,4
C02592tx,False,False,True,1,1
PROSTGE2t2r,False,False,True,5,4
PROSTGE2t2m,False,False,True,4,4
ESTRr,False,False,False,0,0
ESTR2r,False,False,True,1,1
LTHSTRLtr,False,False,True,5,4
PGLYCtm,False,False,True,5,4
DXTRNt,False,True,False,0,1
EX_dxtrn[e],False,False,False,0,0
DHCHOLESTANATEATP,False,False,True,3,2
DHCHOLESTANATEt,False,False,True,3,2
EX_dhcholestanate[e],False,False,False,0,0
THCHOLSTOICATP,False,False,True,3,2
THCHOLSTOICt,False,False,True,3,2
EX_thcholstoic[e],False,False,False,0,0
XOL7AH3ATP,False,False,True,3,2
XOL7AH3t,False,False,True,3,2
EX_xol7ah3[e],False,False,False,0,0
XOL7AONEATP,False,False,True,3,2
XOL7AONEt,False,False,True,3,2
EX_xol7aone[e],False,False,False,0,0
XOLDIOLONEATP,False,False,False,0,0
EX_xoldiolone[e],False,False,False,0,0
7KILTCHOLATP,False,False,True,3,2
7KILTCHOLt,False,False,True,3,2
EX_2obut[e],False,False,False,0,0
EX_glcn[e],False,False,True,2,2
ACCOAL,False,False,True,3,4
ADNCNT3tc,False,False,True,5,4
BUTt2r,False,False,True,4,4
CYTDt2r,False,False,True,5,4
DUTPDP,False,False,False,0,0
EX_fum[e],False,False,True,3,3
EX_glypro[e],False,False,True,2,3
EX_mal_L[e],False,False,True,3,1
EX_ppi[e],False,False,False,0,0
FCLTc,False,False,True,1,3
FT,False,True,False,0,2
GALt2_2,False,False,True,5,4
GLYLEUHYDROc,False,False,True,5,4
GLYPHEHYc,False,False,True,5,4
GLYPROPRO1c,False,False,True,5,4
INSt2,False,False,True,5,4
PPNCL3,False,False,True,5,4
THMDt2r,False,False,True,3,4
URIt2r,False,False,True,5,4
EX_ind3ac[e],False,False,False,0,0
EX_nh4[e],False,False,True,5,4
CITL,True,False,False,4,0
EX_galt[e],False,True,False,0,1
EX_glcr[e],False,False,True,1,2
EX_glcur[e],False,False,True,2,3
EX_ptrc[e],False,False,True,3,1
EX_spmd[e],False,False,False,0,0
EX_xan[e],False,False,True,3,4
OAADC,False,False,False,0,0
EX_4hbz[e],False,False,False,0,0
EX_34dhpha[e],False,False,False,0,0
THMt3,False,False,True,5,4
EX_phpyr[e],False,False,False,0,0
EX_tym[e],False,False,False,0,0
EX_2hyoxplac[e],False,False,False,0,0
EX_lanost[e],False,False,False,0,0
PHPYRte,False,False,True,5,4
PHPYRtm,False,False,True,5,4
3MOX4HOXMte,False,False,True,3,2
EX_3mox4hoxm[e],False,False,False,0,0
GLXte,False,False,True,5,4
EX_glx[e],False,True,False,0,1
CE4970tm,False,False,True,2,2
CE4970te,False,False,True,3,4
EX_CE4970[e],False,False,False,0,0
CE2026tm,False,False,True,2,1
CE2026te,False,False,True,4,3
EX_CE2026[e],False,False,False,0,0
CE4968tm,False,False,True,2,2
CE4968te,False,False,True,5,2
EX_CE4968[e],False,False,False,0,0
ACTYRm,False,False,True,5,4
ACTYRtc,False,False,True,5,4
ACTYRte,False,False,True,5,4
EX_actyr[e],False,False,False,0,0
SUCACETATc,False,False,False,0,0
SUCACETATALTc,False,False,False,0,0
SUCACETOc,False,False,False,0,0
SUCACETOte,False,False,False,0,0
EX_sucaceto[e],False,False,False,0,0
VANILPYRc,False,False,True,4,4
VANILLACc,False,False,True,5,4
CE2176tm,False,False,True,5,4
NACVANALAm,False,False,True,5,4
NACVANALAtm,False,False,True,5,4
NACVANALAte,False,False,True,5,4
VANILLACte,False,False,True,4,4
EX_vanillac[e],False,False,False,0,0
EX_nacvanala[e],False,False,False,0,0
2H3MVc,False,False,True,5,4
2H3MVte,False,False,True,4,4
EX_2h3mv[e],False,False,False,0,0
2HIVc,False,False,True,5,4
2HIVte,False,False,True,5,4
EX_2hiv[e],False,False,True,1,1
2M3HBUc,False,False,True,5,4
2M3HBUtm,False,False,True,5,4
2M3HBUte,False,False,True,5,4
EX_2m3hbu[e],False,False,False,0,0
2M3OVCOAm,False,False,True,5,4
2M3OVACm,False,False,True,5,4
2M3OVACtm,False,False,True,5,4
2M3HVACc,False,False,True,5,4
2M3HVACte,False,False,True,5,4
EX_2m3hvac[e],False,False,False,0,0
3H3MGLTc,False,False,True,5,4
3H3MGLTte,False,False,True,5,4
EX_3h3mglt[e],False,False,False,0,0
3MGLUTACc,False,False,True,5,4
3MGLUTACtm,False,False,True,5,4
3MGLUTACte,False,False,True,5,4
EX_3mglutac[e],False,False,False,0,0
3MGLUTRc,False,False,True,5,4
3MGLUTRte,False,False,True,5,4
EX_3mglutr[e],False,False,False,0,0
PPIOGLYc,False,False,True,2,1
PPIOGLYtm,False,False,True,2,1
PPIOGLYte,False,False,True,2,1
EX_ppiogly[e],False,False,False,0,0
MVLACc,False,False,True,5,4
MVLACte,False,False,True,5,4
EX_mvlac[e],False,False,False,0,0
TIGGLYc,False,False,True,2,1
TIGGLYtm,False,False,True,2,1
TIGGLYte,False,False,True,2,1
EX_tiggly[e],False,False,False,0,0
TD2GLTRCOAm,False,False,True,5,4
3HGLUTCOAm,False,False,True,5,4
3OHGLUTACm,False,False,True,5,4
3OHGLUTACtm,False,False,True,5,4
3OHGLUTACte,False,False,True,1,2
3OHGLUTACOAT3t,False,False,True,5,3
EX_3ohglutac[e],False,False,False,0,0
GLUTACOAm,False,False,True,5,4
GLUTCONm,False,False,True,5,4
GLUTCONtm,False,False,True,5,4
GLUTCONte,False,False,True,5,4
EX_glutcon[e],False,False,False,0,0
3HIVAcm,False,False,True,5,4
3HIVActm,False,False,True,5,4
3HIVActe,False,False,True,5,4
EX_3hivac[e],False,False,False,0,0
3HADICOAx,False,False,True,4,3
3HADPACx,False,False,True,4,3
3HADPACtxc,False,False,True,3,2
3HADPACte,False,False,False,0,0
EX_3hadpac[e],False,False,False,0,0
3OHSEBCOAx,False,False,True,5,4
3OHSEBACx,False,False,True,5,4
3OHSEBACtxc,False,False,True,5,3
3OHSEBACte,False,False,False,0,0
EX_3ohsebac[e],False,False,False,0,0
3OHSUBCOAx,False,False,True,5,4
3OHSUBACx,False,False,True,5,4
3OHSUBACtxc,False,False,True,4,3
3OHSUBACte,False,True,False,0,1
EX_3ohsubac[e],False,False,False,0,0
CAPROICc,False,False,True,1,2
5OHHEXAc,False,False,True,2,2
5OHHEXAte,False,False,True,2,1
EX_5ohhexa[e],False,False,False,0,0
7OHOCTAc,False,False,True,3,3
7OHOCTAte,False,False,True,3,3
EX_7ohocata[e],False,False,False,0,0
ETHMALCOAc,False,False,True,5,4
ETHMALACc,False,False,True,5,4
ETHMALACte,False,False,True,5,4
EX_ethmalac[e],False,False,False,0,0
HEXGLYc,True,False,False,2,0
HEXGLYte,True,False,False,2,0
EX_hexgly[e],False,False,False,0,0
METHSUCCOAc,False,False,True,5,4
METHSUCC,False,False,True,5,4
METHSUCCte,False,False,True,5,4
EX_methsucc[e],False,False,False,0,0
SUBGLYc,True,False,False,2,0
SUBGLYte,True,False,False,2,0
EX_subgly[e],False,False,False,0,0
4OHBUTm,False,False,True,5,4
4OHBUTtmc,False,False,True,5,4
4OHBUTtce,False,False,True,5,4
EX_4ohbut[e],False,False,False,0,0
12HPETUPKt,False,True,False,0,1
15HPETUPKt,False,False,False,0,0
3AIBSYMPt,False,False,True,5,3
AK2LGCHOLABCt,False,False,True,4,4
APRGSTRNABCt,False,False,False,0,0
C14770UPKt,False,False,False,0,0
C14771UPKt,False,False,False,0,0
CE1243UPKt,False,False,False,0,0
CE2510ABCt,False,False,False,0,0
CE2537ABCt,False,False,False,0,0
CE7082UPKt,False,False,False,0,0
CE7172UPKt,False,False,False,0,0
NRVNCABCt,False,False,False,0,0
PAFABCt,False,False,True,4,4
PAIL_hs_SECt,False,False,False,0,0
PAILPALM_HSSECt,False,False,True,5,4
PAILR_HSSECt,False,False,True,5,4
PAILSTE_HSSECt,False,False,True,5,4
PCHLN225_HSABCt,False,False,True,4,4
PCHOL2LINL_HSABCt,False,False,True,4,4
PCHOL2OLE_HSABCt,False,False,True,4,4
PCHOL2STE_HSABCt,False,False,True,4,4
PCHOLAR_HSABCt,False,False,True,4,4
PCHOLDOC_HSABCt,False,False,True,4,4
PCHOLEIC_HSABCt,False,False,True,4,4
PCHOLET_HSABCt,False,False,True,4,4
PCHOLHEP_HSABCt,False,False,True,4,4
PCHOLLINL_HSABCt,False,False,True,4,4
PCHOLMYR_HsABCt,False,False,True,4,4
PCHOLN15_HSABCt,False,False,True,4,4
PCHOLN183_HSABCt,False,False,True,4,4
PCHOLN1836_HSABCt,False,False,True,4,4
PCHOLN19_HSABCt,False,False,True,4,4
PCHOLN201_HSABCt,False,False,True,4,4
PCHOLN203_HSABCt,False,False,True,4,4
PCHOLN204_HSABCt,False,False,True,4,4
PCHOLN205_HSABCt,False,False,True,4,4
PCHOLN224_HSABCt,False,False,True,4,4
PCHOLN225_HSABCt,False,False,True,4,4
PCHOLN2254_HSABCt,False,False,True,4,4
PCHOLN264_HSABCt,False,False,True,4,4
PCHOLOLE_HSABCt,False,False,True,4,4
PCHOLPALME-HSABCt,False,False,True,4,4
PCHOLSTE_HSABCt,False,False,True,4,4
PE12_HSABCt,False,False,True,4,4
Pe13_HSABCt,False,False,True,4,4
PE14_HSABCt,False,False,True,4,4
PE15_HSABCt,False,False,True,4,4
PE161_HSABCt,False,False,True,4,4
PE17_HSABCt,False,False,True,4,4
PE203_HSABCt,False,False,True,4,4
PE226_HSABCt,False,False,True,4,4
PE2LINL_HSABCt,False,False,True,4,4
PEAR_HSABCt,False,False,True,4,4
PEDH203_HSABCt,False,False,True,4,4
PELINL_HSABCt,False,False,True,4,4
PELPALM_HSABCt,False,False,True,4,4
PEOLE_HSABCt,False,False,True,4,4
PEPALM_HSASBCt,False,False,True,4,4
PESTE_HSABCt,False,False,True,4,4
SPHMYLN_HsSECt,False,False,False,0,0
SPHMYLN180241_hs_SECt,False,False,False,0,0
SPHMYLN18114_hs_SECt,False,True,False,0,1
SPHMYLN18115_hs_SECt,False,False,False,0,0
SPHMYLN18116_hs_SECt,False,False,False,0,0
SPHMYLN181161_hs_SECt,False,False,False,0,0
SPHMYLN18117_hs_SECt,False,False,False,0,0
SPHMYLN18118_hs_SECt,False,False,False,0,0
SPHMYLN181181_hs_SECt,False,False,False,0,0
SPHMYLN18120_hs_SECt,False,False,False,0,0
SPHMYLN181201_hs_SECt,False,True,False,0,1
SPHMYLN18121_hs_SECt,False,True,False,0,1
